SMOTE_Ratio,Test_F1,Test_Recall,Test_Precision,Test_ROC_AUC
0.2,0.8527131782945736,0.8088235294117647,0.9016393442622951,0.9877489039093899
0.5,0.7777777777777778,0.8235294117647058,0.7368421052631579,0.9881104615759346
0.7,0.7516778523489933,0.8235294117647058,0.691358024691358,0.984350261843868
1.0,0.7417218543046358,0.8235294117647058,0.6746987951807228,0.983330288637194
