SMOTE_Ratio,Val_F1,Test_F1,Test_Recall,Test_Precision
0.2,0.8405797101449275,0.8270676691729323,0.8088235294117647,0.8461538461538461
0.5,0.7407407407407407,0.6871165644171779,0.8235294117647058,0.5894736842105263
0.7,0.6818181818181818,0.6519337016574586,0.8676470588235294,0.5221238938053098
1.0,0.6666666666666666,0.6170212765957447,0.8529411764705882,0.48333333333333334
