iter	Logloss
282	0.04892691696
283	0.04880136806
284	0.04867357782
285	0.04864436142
286	0.04853056075
287	0.04836013991
288	0.04822812647
289	0.04815832903
290	0.04806296301
291	0.04800089744
292	0.04783413946
293	0.04774937468
294	0.04758747545
295	0.04744050971
296	0.04744003963
297	0.04739603265
298	0.04725788937
299	0.04717815632
300	0.04710791888
301	0.04704066363
302	0.04691507712
303	0.04676386562
304	0.04672743632
305	0.04664431494
306	0.04649866919
307	0.04643126351
308	0.04638574474
309	0.04630098372
310	0.04620262799
311	0.04605359015
312	0.04603037197
313	0.04599259636
314	0.0459647037
315	0.04588114609
316	0.04575429224
317	0.0456985483
318	0.04564801661
319	0.04555880299
320	0.04543235154
321	0.04538122566
322	0.0453058023
323	0.04524023182
324	0.0451342796
325	0.04502012919
326	0.04497020296
327	0.04494011786
328	0.04480758921
329	0.04476851618
330	0.04462964334
331	0.04458636591
332	0.04450869369
333	0.04438227608
334	0.0443548159
335	0.04426290591
336	0.044188968
337	0.04414759346
338	0.04408714873
339	0.04403419894
340	0.04388852686
341	0.04386415793
342	0.04383183148
343	0.04372936914
344	0.04358717565
345	0.04347478898
346	0.04335635145
347	0.04326867969
348	0.0432227435
349	0.04315649986
350	0.04305359752
351	0.04293489298
352	0.0428566717
353	0.04274223173
354	0.04264497786
355	0.04259580752
356	0.04251882726
357	0.04247206748
358	0.04243566451
359	0.04232674891
360	0.0422623367
361	0.04219746945
362	0.0421677905
363	0.04207502308
364	0.04204292603
365	0.04190202996
366	0.0417809675
367	0.04170101634
368	0.04164411788
369	0.04159539881
370	0.04159531232
371	0.0415455854
372	0.04144000173
373	0.04130068137
374	0.04120568013
375	0.04111032539
376	0.04099488132
377	0.04099455414
378	0.04089649175
379	0.04083602445
380	0.04076849091
381	0.04074047039
382	0.0407056356
383	0.04066053427
384	0.04055473624
385	0.04044934436
386	0.04035144366
387	0.04029607203
388	0.04024393454
389	0.04013613961
390	0.04010149661
391	0.03997782051
392	0.03995008956
393	0.03982518373
394	0.03977793131
395	0.03972921601
396	0.0396500997
397	0.03956436467
398	0.0394635006
399	0.03942488261
400	0.03933824879
401	0.03923871598
402	0.03920316291
403	0.0390978876
404	0.03899871958
405	0.03891626007
406	0.03883457525
407	0.03875327777
408	0.03872813791
409	0.03870739799
410	0.03865257541
411	0.03855752904
412	0.03853404009
413	0.03844962881
414	0.0384271778
415	0.03838821007
416	0.0383216543
417	0.03824410618
418	0.03822892448
419	0.03819065247
420	0.03815745732
421	0.03811753438
422	0.03808065004
423	0.03800707692
424	0.03800703931
425	0.0379745474
426	0.03790740497
427	0.0378163524
428	0.03775577604
429	0.0377307678
430	0.03767951406
431	0.03767948773
432	0.03765903362
433	0.03756088473
434	0.03744355282
435	0.03736795271
436	0.03724504378
437	0.03724470532
438	0.03713476683
439	0.03710667862
440	0.03708581836
441	0.03703321832
442	0.03703101082
443	0.03696097646
444	0.03693376448
445	0.03684590846
446	0.03682552956
447	0.03670935217
448	0.03669426825
449	0.03669418551
450	0.03654757328
451	0.03647894539
452	0.03642052012
453	0.03639651596
454	0.03634564957
455	0.03634561197
456	0.03627285866
457	0.03617114468
458	0.03613556529
459	0.03599559058
460	0.03589841193
461	0.03580463666
462	0.03579276808
463	0.03568012945
464	0.03563040629
465	0.03559079549
466	0.03550766283
467	0.03541418465
468	0.03533252615
469	0.0351952779
470	0.03514482142
471	0.03510859895
472	0.03503815468
473	0.0350139625
474	0.0349037946
475	0.0348682829
476	0.03481645755
477	0.03477284543
478	0.03474386219
479	0.0346674573
480	0.03461661724
481	0.03459300795
482	0.03458508805
483	0.03455365663
484	0.03449681083
485	0.03449676194
486	0.03447984659
487	0.03447980898
488	0.03447976386
489	0.03439901543
490	0.03423418667
491	0.03417470842
492	0.03412519585
493	0.03406594324
494	0.03400789027
495	0.03388366887
496	0.03384713051
497	0.0337177608
498	0.0336698954
499	0.03364413127
500	0.03362037532
501	0.03357286342
502	0.03354878405
503	0.0335416802
504	0.03339626761
505	0.03339621872
506	0.03335556999
507	0.03325989559
508	0.03320985654
509	0.03317548807
510	0.03313948372
511	0.03308574044
512	0.03300202488
513	0.03297555751
514	0.03292251371
515	0.03290279668
516	0.03290273651
517	0.03280972465
518	0.03279857812
519	0.03269910924
520	0.03267226581
521	0.03265171392
522	0.03262913881
523	0.03257976163
524	0.0325487326
525	0.03250031439
526	0.03249362045
527	0.03247442992
528	0.03241145051
529	0.03237018503
530	0.03235802689
531	0.03232194732
532	0.03228634536
533	0.03220634907
534	0.03214515597
535	0.03213417866
536	0.03207607681
537	0.03205902607
538	0.03203132145
539	0.0319675824
540	0.03186067498
541	0.03180734537
542	0.03168024332
543	0.03161516548
544	0.0315489068
545	0.03149464079
546	0.03146469295
547	0.03144462054
548	0.03139942519
549	0.03135362626
550	0.03129852539
551	0.03124399802
552	0.03120296382
553	0.03118948381
554	0.03111876877
555	0.03107627356
556	0.03105849703
557	0.03101968348
558	0.03099755213
559	0.0309698475
560	0.03084974025
561	0.0307300617
562	0.03070514371
563	0.03068161528
564	0.03067723602
565	0.03065806992
566	0.03062466229
567	0.03061890852
568	0.03059423121
569	0.0305435867
570	0.03051710428
571	0.03040370412
572	0.03027074676
573	0.03024285787
574	0.0301174688
575	0.03007003211
576	0.0300650455
577	0.03002629965
578	0.03001985579
579	0.0299618047
580	0.02993046919
581	0.02991272274
582	0.02990095006
583	0.02985011375
584	0.02978202176
585	0.02977132086
586	0.02974485349
587	0.02966601359
588	0.02961476174
589	0.02956936708
590	0.02956932571
591	0.02949048393
592	0.02943521007
593	0.02940396669
594	0.02931657322
595	0.0292872158
596	0.02923287834
597	0.02920372023
598	0.02908431245
599	0.02907953268
600	0.02902272448
601	0.02899319971
602	0.0289750866
603	0.0289558547
604	0.02893941695
605	0.02890375482
606	0.02888766493
607	0.02886509734
608	0.02880627156
609	0.02878865485
610	0.02878860032
611	0.02874029868
612	0.02872166284
613	0.02867165764
614	0.02863774044
615	0.02861613369
616	0.02858153018
617	0.02852640299
618	0.02846910779
619	0.02841750619
620	0.02840224364
621	0.02836377043
622	0.02833444498
623	0.02831333276
624	0.02831325378
625	0.0282638296
626	0.02821138562
627	0.02816822477
628	0.02815423332
629	0.02809633266
630	0.02807271961
631	0.02805099816
632	0.02803123413
633	0.02788793502
634	0.02783103844
635	0.02780460304
636	0.02779040475
637	0.02776923612
638	0.02771936253
639	0.02770854694
640	0.02766540678
641	0.02761074966
642	0.02756655276
643	0.02756652832
644	0.02754321612
645	0.02748381121
646	0.02746024329
647	0.02740289544
648	0.0273456604
649	0.02728928844
650	0.02727832054
651	0.02726497215
652	0.02720293479
653	0.02711097026
654	0.02704169743
655	0.02700334832
656	0.02698039903
657	0.0269303957
658	0.02693037126
659	0.02690122631
660	0.02688517591
661	0.02684097901
662	0.02679698331
663	0.02676512506
664	0.026679689
665	0.02661704241
666	0.0265611913
667	0.02653469196
668	0.02650340345
669	0.02649845069
670	0.02648627563
671	0.02647787436
672	0.02643915107
673	0.02643912851
674	0.02639986556
675	0.02639248343
676	0.02637233957
677	0.02635133641
678	0.02624815014
679	0.02621751034
680	0.02616640703
681	0.02614148152
682	0.02612038058
683	0.02608225147
684	0.02605101749
685	0.02602575165
686	0.02602566515
687	0.02601756098
688	0.02599545971
689	0.02599158437
690	0.02595502533
691	0.0258967768
692	0.02588627522
693	0.02578215819
694	0.02577671091
695	0.02576463738
696	0.02574618581
697	0.02573260239
698	0.0256975476
699	0.02569750435
700	0.02566535842
701	0.02565837115
702	0.02564386073
703	0.0256098796
704	0.02552909922
705	0.02549995427
706	0.02547598772
707	0.02544747081
708	0.02541704912
709	0.02541699083
710	0.02537382059
711	0.02537378674
712	0.02534879918
713	0.02530414537
714	0.02530411152
715	0.02529426429
716	0.02527345856
717	0.02527341531
718	0.02524893544
719	0.0252268887
720	0.02522152039
721	0.02520497734
722	0.02520460692
723	0.02512305936
724	0.025114581
725	0.02510875953
726	0.02510873697
727	0.02509961178
728	0.02506764448
729	0.02506762379
730	0.02504367981
731	0.02501904011
732	0.02500651154
733	0.02499878719
734	0.02497455552
735	0.02492943915
736	0.02491242038
737	0.02490684147
738	0.02489952139
739	0.02489614622
740	0.02487383811
741	0.02482783611
742	0.02482781542
743	0.02482055927
744	0.02475985505
745	0.02475983625
746	0.02474789058
747	0.02474747315
748	0.02474310893
749	0.02473699225
750	0.02466789805
751	0.02458985541
752	0.02456666919
753	0.02456664663
754	0.02456662595
755	0.02456661278
756	0.02455649667
757	0.02455647222
758	0.02454518091
759	0.02447601525
760	0.02446902799
761	0.0244690073
762	0.02446120586
763	0.02444000902
764	0.02442947736
765	0.02442524288
766	0.02434396233
767	0.02434394164
768	0.02433957554
769	0.02432973019
770	0.02432971327
771	0.02430757815
772	0.02430368025
773	0.02430366145
774	0.02430365205
775	0.02429961124
776	0.02429959808
777	0.0242958412
778	0.02428230854
779	0.0242822935
780	0.02426082402
781	0.02423678226
782	0.02421319554
783	0.02418369333
784	0.02418368581
785	0.02417189433
786	0.02416838753
787	0.02416838377
788	0.02413736979
789	0.02413735663
790	0.02413734723
791	0.02413733971
792	0.0241373303
793	0.02413732278
794	0.02410293551
795	0.02403955183
796	0.02403953679
797	0.02403953679
798	0.02403605444
799	0.0240307745
800	0.02403076698
801	0.02403076134
802	0.0240307557
803	0.02402430997
804	0.02402430621
805	0.02398943945
806	0.02395733488
807	0.02395732736
808	0.02395731796
809	0.02393910895
810	0.02393909955
811	0.02393582027
812	0.02391436019
813	0.02390767754
814	0.02390451108
815	0.02389513017
816	0.02388759009
817	0.02388758821
818	0.02388478841
819	0.02387364
820	0.02387363624
821	0.02387363248
822	0.02387362872
823	0.02387068226
824	0.02387067662
825	0.02387067098
826	0.0238706691
827	0.02387066346
828	0.02385757832
829	0.02385473904
830	0.02382781475
831	0.02381550618
832	0.0238155043
833	0.02381549866
834	0.02378979846
835	0.02372498762
836	0.02372498198
837	0.02372475258
838	0.02370587042
839	0.02370586854
840	0.02370546803
841	0.02364251119
842	0.02363989378
843	0.02362304988
844	0.02357303528
845	0.02356343249
846	0.02356089406
847	0.02356079628
848	0.02356079064
849	0.02355834058
850	0.02355120477
851	0.02354874532
852	0.02354637987
853	0.02354409905
854	0.02354408965
855	0.02354408777
856	0.02351108817
857	0.02351108064
858	0.02348513976
859	0.02348513976
860	0.02344771765
861	0.02344735099
862	0.02342649637
863	0.02336391183
864	0.02336120417
865	0.02336120041
866	0.02331073829
867	0.02330859473
868	0.02329302381
869	0.02325018638
870	0.02324539532
871	0.02324511516
872	0.02322313047
873	0.02320016801
874	0.02317124306
875	0.02316922736
876	0.02311925976
877	0.02310468729
878	0.02309360469
879	0.0230494548
880	0.0230417154
881	0.02304171352
882	0.02303995543
883	0.02302817711
884	0.02300769103
885	0.02297426084
886	0.02295801676
887	0.02295801488
888	0.02292891506
889	0.02290237812
890	0.02289855167
891	0.02287085833
892	0.02286907955
893	0.0228315089
894	0.02281582704
895	0.02278613868
896	0.02278288385
897	0.02277557317
898	0.02267881383
899	0.02263786424
900	0.02260220963
901	0.02259705004
902	0.02259519416
903	0.02259519228
904	0.02259449844
905	0.02257632704
906	0.02257631952
907	0.02252125437
908	0.02248482507
909	0.022458243
910	0.02245816967
911	0.02245266222
912	0.02243491388
913	0.02243399065
914	0.02241601104
915	0.02241601104
916	0.02240393187
917	0.02240245394
918	0.0223805783
919	0.02237970772
920	0.02237540743
921	0.02234172715
922	0.02233296111
923	0.02233291034
924	0.02233148317
925	0.02229735538
926	0.02227843373
927	0.02227690315
928	0.02227475959
929	0.02227394729
930	0.02227031452
931	0.02223140695
932	0.02223028816
933	0.02222884408
934	0.02222447798
935	0.02219945845
936	0.02219177547
937	0.02217779906
938	0.02216899164
939	0.02216715081
940	0.02216544348
941	0.02215555488
942	0.02214777976
943	0.02214596338
944	0.02214596338
945	0.02214595962
946	0.02213634366
947	0.02207928914
948	0.02206355463
949	0.02204871704
950	0.02204817362
951	0.0220295547
952	0.02200712626
953	0.02200352169
954	0.02194663075
955	0.02194123988
956	0.02193219931
957	0.0219321805
958	0.02193217862
959	0.02193217674
960	0.02193085864
961	0.02193061232
962	0.02192156234
963	0.02192040594
964	0.02191987569
965	0.02191874562
966	0.02191854067
967	0.02191705146
968	0.02191024094
969	0.02189737956
970	0.02189690384
971	0.02183738422
972	0.02182818758
973	0.02182062117
974	0.02178600638
975	0.02178480298
976	0.02178462623
977	0.02178462058
978	0.02177917518
979	0.02171774892
980	0.02171709457
981	0.02171709269
982	0.02171708893
983	0.02171296727
984	0.02169008754
985	0.02167930015
986	0.02167930203
987	0.02166130926
988	0.02166016415
989	0.02165569275
990	0.02165569087
991	0.02162530491
992	0.02160530772
993	0.02160512909
994	0.02160512533
995	0.02154786773
996	0.021540495
997	0.02150413527
998	0.02148235178
999	0.02148171999
